action,request_path,request_encoding,play_stage,client_evidence,request_fields,response_fields,cmn_effect,static_config_dependencies,persistence_entities,implementation_status,handling_class,test_fixture,device_validation,risk,next_step
ladder.fight,/index.php?do=ladder.fight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:94"",""docs/ref/ladder.md#ladderfight"",""Scene/Ladder/LadderCardShow.js:343 (fightBtnClick)""]","[""forcepush"",""player_id""]",[],cmn models: xs.Models.FightInfo.create,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladder.init,/index.php?do=ladder.init,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:93"",""docs/ref/ladder.md#ladderinit"",""Scene/Ladder/LadderView.js:135 (reloadLadderInfo)""]",[],[],cmn models: GameData.LadderInfo.update,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladder.repeatedlyFight,/index.php?do=ladder.repeatedlyFight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:95"",""docs/ref/ladder.md#ladderrepeatedlyFight"",""Scene/Ladder/LadderCardShow.js:276 (tenFightCallBack)""]","[""ignoreRandEvent"",""ladder_rank"",""player_id"",""player_type"",""user_id""]","[""fight_result"",""fight_result.drop_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.buyFtimes,?do=ladderWar.buyFtimes,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:172"",""docs/ref/ladderWar.md#ladderWarbuyFtimes"",""Views/InterService/PromptFrameDialog.js:128 (sureBtnClick)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.buyReward,?do=ladderWar.buyReward,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:177"",""docs/ref/ladderWar.md#ladderWarbuyReward""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
ladderWar.entry,/index.php?do=ladderWar.entry,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:169"",""docs/ref/ladderWar.md#ladderWarentry"",""Views/InterService/InterServiceRegistrationView.js:300 (RequestNetforInfor)"",""Tools/Scene.js:52 (gotoLadderWar)""]","[""user_id""]","[""return_info"",""return_info.status""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.exchange,?do=ladderWar.exchange,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:171"",""docs/ref/ladderWar.md#ladderWarexchange"",""Views/InterService/PointsExchangeView.js:334 (onBtnCallBack)""]","[""forcepush"",""pk_id"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.fight,?do=ladderWar.fight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:179"",""docs/ref/ladderWar.md#ladderWarfight"",""Views/InterService/InterServiceFightView.js:413 (funcFinish)""]","[""player_id"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.getOverview,/index.php?do=ladderWar.getOverview,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:124"",""docs/ref/ladderWar.md#ladderWargetOverview"",""Tools/Net.js:183 (displayInterOtherTeamInfo)""]","[""player_id"",""user_id""]","[""info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.goodsList,?do=ladderWar.goodsList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:170"",""docs/ref/ladderWar.md#ladderWargoodsList"",""Views/InterService/PointsExchangeView.js:105 (requestGetGoodsList)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.hangReward,?do=ladderWar.hangReward,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:178"",""docs/ref/ladderWar.md#ladderWarhangReward"",""Views/InterService/InterServiceRewardDialog.js:88 (requestHangReward)""]","[""pk_ids"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.match,?do=ladderWar.match,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:173"",""docs/ref/ladderWar.md#ladderWarmatch"",""Views/InterService/InterServiceFightView.js:234 (requestPlayersInfor)""]","[""is_main"",""user_id""]","[""return_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.rewardList,?do=ladderWar.rewardList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:176"",""docs/ref/ladderWar.md#ladderWarrewardList"",""Views/InterService/InterServiceWorshipView.js:246 (onm_btnWorshipClicked_hangReward)""]","[""user_id""]","[""return_info.reward_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.worship,?do=ladderWar.worship,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:175"",""docs/ref/ladderWar.md#ladderWarworship"",""Views/InterService/InterServiceWorshipView.js:223 (onm_btnWorshipClicked_worship)""]","[""forcepush"",""player_id"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWar.worshipEntry,?do=ladderWar.worshipEntry,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:174"",""docs/ref/ladderWar.md#ladderWarworshipEntry"",""Views/InterService/InterServiceRegistrationView.js:467 (worshipCallback)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.buyFtimes,?do=ladderWarLocal.buyFtimes,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:183"",""docs/ref/ladderWarLocal.md#ladderWarLocalbuyFtimes"",""Views/InterService/PromptFrameDialog.js:122 (sureBtnClick)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.buyReward,?do=ladderWarLocal.buyReward,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:188"",""docs/ref/ladderWarLocal.md#ladderWarLocalbuyReward""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
ladderWarLocal.entry,/index.php?do=ladderWarLocal.entry,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:180"",""docs/ref/ladderWarLocal.md#ladderWarLocalentry"",""Views/InterService/InterServiceRegistrationView.js:290 (RequestNetforInfor)"",""Tools/Scene.js:75 (gotoSmallLadderWar)""]","[""user_id""]","[""return_info"",""return_info.status""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.exchange,?do=ladderWarLocal.exchange,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:182"",""docs/ref/ladderWarLocal.md#ladderWarLocalexchange"",""Views/InterService/PointsExchangeView.js:323 (onBtnCallBack)""]","[""forcepush"",""pk_id"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.fight,?do=ladderWarLocal.fight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:190"",""docs/ref/ladderWarLocal.md#ladderWarLocalfight"",""Views/InterService/InterServiceFightView.js:403 (funcFinish)""]","[""player_id"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.getOverview,/index.php?do=ladderWarLocal.getOverview,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:125"",""docs/ref/ladderWarLocal.md#ladderWarLocalgetOverview"",""Tools/Net.js:216 (displayLocalInterOtherTeamInfo)""]","[""player_id"",""user_id""]","[""info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
ladderWarLocal.goodsList,?do=ladderWarLocal.goodsList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:181"",""docs/ref/ladderWarLocal.md#ladderWarLocalgoodsList"",""Views/InterService/PointsExchangeView.js:98 (requestGetGoodsList)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
